kategori,gender,usia,plan,premi
konv_inap,WANITA,7,Topaz,10218500
konv_inap,WANITA,7,Topaz ID,8091400
konv_inap,WANITA,7,Jade,7860900
konv_inap,WANITA,7,Jade ID,6466500
konv_inap,WANITA,7,Sapphire,5060300
konv_inap,WANITA,7,Diamond Smart,21414800
konv_inap,WANITA,7,Ruby Smart,14982400
konv_inap,WANITA,7,Emerald Smart,8576500
konv_inap,WANITA,7,Topaz Smart,6131100
konv_inap,WANITA,7,Topaz ID Smart,5259400
konv_inap,WANITA,7,Jade Smart,4716500
konv_inap,WANITA,7,Jade ID Smart,4203200
konv_inap,WANITA,8,Diamond,35695900
konv_inap,WANITA,8,Ruby,24974500
konv_inap,WANITA,8,Emerald,14297000
konv_inap,WANITA,8,Topaz,10220000
konv_inap,WANITA,8,Topaz ID,8136100
konv_inap,WANITA,8,Jade,7862400
konv_inap,WANITA,8,Jade ID,6478300
konv_inap,WANITA,8,Sapphire,5108800
konv_inap,WANITA,8,Diamond Smart,21417500
konv_inap,WANITA,8,Ruby Smart,14984700
konv_inap,WANITA,8,Emerald Smart,8578200
konv_inap,WANITA,8,Topaz Smart,6132000
konv_inap,WANITA,8,Topaz ID Smart,5288500
konv_inap,WANITA,8,Jade Smart,4717400
konv_inap,WANITA,8,Jade ID Smart,4210900
konv_inap,WANITA,9,Diamond,35700400
konv_inap,WANITA,9,Ruby,24978200
konv_inap,WANITA,9,Emerald,14299800
konv_inap,WANITA,9,Topaz,10221600
konv_inap,WANITA,9,Topaz ID,8180500
konv_inap,WANITA,9,Jade,7864000
konv_inap,WANITA,9,Jade ID,6506300
konv_inap,WANITA,9,Sapphire,5157200
konv_inap,WANITA,9,Diamond Smart,21420200
konv_inap,WANITA,9,Ruby Smart,14986900
konv_inap,WANITA,9,Emerald Smart,8579900
konv_inap,WANITA,9,Topaz Smart,6133000
konv_inap,WANITA,9,Topaz ID Smart,5317300
konv_inap,WANITA,9,Jade Smart,4718400
konv_inap,WANITA,9,Jade ID Smart,4229100
konv_inap,WANITA,10,Diamond,35705000
konv_inap,WANITA,10,Ruby,24982000
konv_inap,WANITA,10,Emerald,14302700
konv_inap,WANITA,10,Topaz,10223000
konv_inap,WANITA,10,Topaz ID,8205900
konv_inap,WANITA,10,Jade,7865500
konv_inap,WANITA,10,Jade ID,6535100
konv_inap,WANITA,10,Sapphire,5205500
konv_inap,WANITA,10,Diamond Smart,21423000
konv_inap,WANITA,10,Ruby Smart,14989200
konv_inap,WANITA,10,Emerald Smart,8581600
konv_inap,WANITA,10,Topaz Smart,6133800
konv_inap,WANITA,10,Topaz ID Smart,5333800
konv_inap,WANITA,10,Jade Smart,4719300
konv_inap,WANITA,10,Jade ID Smart,4247800
konv_inap,WANITA,11,Diamond,35710400
konv_inap,WANITA,11,Ruby,24986600
konv_inap,WANITA,11,Emerald,14306500
konv_inap,WANITA,11,Topaz,10225600
konv_inap,WANITA,11,Topaz ID,8226400
konv_inap,WANITA,11,Jade,7867000
konv_inap,WANITA,11,Jade ID,6575700
konv_inap,WANITA,11,Sapphire,5253900
konv_inap,WANITA,11,Diamond Smart,21426200
konv_inap,WANITA,11,Ruby Smart,14992000
konv_inap,WANITA,11,Emerald Smart,8583900
konv_inap,WANITA,11,Topaz Smart,6135400
konv_inap,WANITA,11,Topaz ID Smart,5347200
konv_inap,WANITA,11,Jade Smart,4720200
konv_inap,WANITA,11,Jade ID Smart,4274200
konv_inap,WANITA,12,Diamond,35715900
konv_inap,WANITA,12,Ruby,24991300
konv_inap,WANITA,12,Emerald,14310200
konv_inap,WANITA,12,Topaz,10228100
konv_inap,WANITA,12,Topaz ID,8238900
konv_inap,WANITA,12,Jade,7868600
konv_inap,WANITA,12,Jade ID,6647200
konv_inap,WANITA,12,Sapphire,5302300
konv_inap,WANITA,12,Diamond Smart,21429500
konv_inap,WANITA,12,Ruby Smart,14994800
konv_inap,WANITA,12,Emerald Smart,8586100
konv_inap,WANITA,12,Topaz Smart,6136900
konv_inap,WANITA,12,Topaz ID Smart,5355300
konv_inap,WANITA,12,Jade Smart,4721200
konv_inap,WANITA,12,Jade ID Smart,4320700
konv_inap,WANITA,13,Diamond,35721300
konv_inap,WANITA,13,Ruby,24996000
konv_inap,WANITA,13,Emerald,14314000
konv_inap,WANITA,13,Topaz,10230600
konv_inap,WANITA,13,Topaz ID,8252700
konv_inap,WANITA,13,Jade,7870100
konv_inap,WANITA,13,Jade ID,6715500
konv_inap,WANITA,13,Sapphire,5350700
konv_inap,WANITA,13,Diamond Smart,21432800
konv_inap,WANITA,13,Ruby Smart,14997600
konv_inap,WANITA,13,Emerald Smart,8588400
konv_inap,WANITA,13,Topaz Smart,6138400
konv_inap,WANITA,13,Topaz ID Smart,5364300
konv_inap,WANITA,13,Jade Smart,4722100
konv_inap,WANITA,13,Jade ID Smart,4365100
konv_inap,WANITA,14,Diamond,35726800
konv_inap,WANITA,14,Ruby,25000800
konv_inap,WANITA,14,Emerald,14317900
konv_inap,WANITA,14,Topaz,10233100
konv_inap,WANITA,14,Topaz ID,8266600
konv_inap,WANITA,14,Jade,7871600
konv_inap,WANITA,14,Jade ID,6783300
konv_inap,WANITA,14,Sapphire,5399200
konv_inap,WANITA,14,Diamond Smart,21436100
konv_inap,WANITA,14,Ruby Smart,15000500
konv_inap,WANITA,14,Emerald Smart,8590700
konv_inap,WANITA,14,Topaz Smart,6139900
konv_inap,WANITA,14,Topaz ID Smart,5373300
konv_inap,WANITA,14,Jade Smart,4723000
konv_inap,WANITA,14,Jade ID Smart,4409100
konv_inap,WANITA,15,Diamond,35748600
konv_inap,WANITA,15,Ruby,25014800
konv_inap,WANITA,15,Emerald,14324600
konv_inap,WANITA,15,Topaz,10236100
konv_inap,WANITA,15,Topaz ID,8280500
konv_inap,WANITA,15,Jade,7873900
konv_inap,WANITA,15,Jade ID,6881700
konv_inap,WANITA,15,Sapphire,5447600
konv_inap,WANITA,15,Diamond Smart,21449200
konv_inap,WANITA,15,Ruby Smart,15008900
konv_inap,WANITA,15,Emerald Smart,8594800
konv_inap,WANITA,15,Topaz Smart,6141700
konv_inap,WANITA,15,Topaz ID Smart,5382300
konv_inap,WANITA,15,Jade Smart,4724300
konv_inap,WANITA,15,Jade ID Smart,4473100
konv_inap,WANITA,16,Diamond,38971000
konv_inap,WANITA,16,Ruby,27042200
konv_inap,WANITA,16,Emerald,15095100
konv_inap,WANITA,16,Topaz,10601100
konv_inap,WANITA,16,Topaz ID,8666300
konv_inap,WANITA,16,Jade,8583900
konv_inap,WANITA,16,Jade ID,7575000
konv_inap,WANITA,16,Sapphire,5496000
konv_inap,WANITA,16,Diamond Smart,23382600
konv_inap,WANITA,16,Ruby Smart,16225300
konv_inap,WANITA,16,Emerald Smart,9057100
konv_inap,WANITA,16,Topaz Smart,6360700
konv_inap,WANITA,16,Topaz ID Smart,5633100
konv_inap,WANITA,16,Jade Smart,5150300
konv_inap,WANITA,16,Jade ID Smart,4923800
konv_inap,WANITA,17,Diamond,39022300
konv_inap,WANITA,17,Ruby,27077000
konv_inap,WANITA,17,Emerald,15634000
konv_inap,WANITA,17,Topaz,10611300
konv_inap,WANITA,17,Topaz ID,8775100
konv_inap,WANITA,17,Jade,8592200
konv_inap,WANITA,17,Jade ID,7654500
konv_inap,WANITA,17,Sapphire,5544300
konv_inap,WANITA,17,Diamond Smart,23413400
konv_inap,WANITA,17,Ruby Smart,16246200
konv_inap,WANITA,17,Emerald Smart,9380400
konv_inap,WANITA,17,Topaz Smart,6366800
konv_inap,WANITA,17,Topaz ID Smart,5703800
konv_inap,WANITA,17,Jade Smart,5155300
konv_inap,WANITA,17,Jade ID Smart,4975400
konv_inap,WANITA,18,Diamond,39050400
konv_inap,WANITA,18,Ruby,27323400
konv_inap,WANITA,18,Emerald,15644700
konv_inap,WANITA,18,Topaz,10618800
konv_inap,WANITA,18,Topaz ID,8854400
konv_inap,WANITA,18,Jade,8598100
konv_inap,WANITA,18,Jade ID,7714700
konv_inap,WANITA,18,Sapphire,5592700
konv_inap,WANITA,18,Diamond Smart,23430200
konv_inap,WANITA,18,Ruby Smart,16394000
konv_inap,WANITA,18,Emerald Smart,9386800
konv_inap,WANITA,18,Topaz Smart,6371300
konv_inap,WANITA,18,Topaz ID Smart,5755400
konv_inap,WANITA,18,Jade Smart,5158900
konv_inap,WANITA,18,Jade ID Smart,5014600
konv_inap,WANITA,19,Diamond,39104100
konv_inap,WANITA,19,Ruby,27464300
konv_inap,WANITA,19,Emerald,15680200
konv_inap,WANITA,19,Topaz,10682600
konv_inap,WANITA,19,Topaz ID,8991600
konv_inap,WANITA,19,Jade,8607600
konv_inap,WANITA,19,Jade ID,7809600
konv_inap,WANITA,19,Sapphire,5641100
konv_inap,WANITA,19,Diamond Smart,23462500
konv_inap,WANITA,19,Ruby Smart,16478600
konv_inap,WANITA,19,Emerald Smart,9408100
konv_inap,WANITA,19,Topaz Smart,6409600
konv_inap,WANITA,19,Topaz ID Smart,5844500
konv_inap,WANITA,19,Jade Smart,5164600
konv_inap,WANITA,19,Jade ID Smart,5076200
konv_inap,WANITA,20,Diamond,39767800
konv_inap,WANITA,20,Ruby,27596500
konv_inap,WANITA,20,Emerald,15801700
konv_inap,WANITA,20,Topaz,10716800
konv_inap,WANITA,20,Topaz ID,9093200
konv_inap,WANITA,20,Jade,8754500
konv_inap,WANITA,20,Jade ID,7980600
konv_inap,WANITA,20,Sapphire,5689600
konv_inap,WANITA,20,Diamond Smart,23860700
konv_inap,WANITA,20,Ruby Smart,16557900
konv_inap,WANITA,20,Emerald Smart,9481000
konv_inap,WANITA,20,Topaz Smart,6430100
konv_inap,WANITA,20,Topaz ID Smart,5910600
konv_inap,WANITA,20,Jade Smart,5252700
konv_inap,WANITA,20,Jade ID Smart,5187400
konv_inap,WANITA,21,Diamond,43225700
konv_inap,WANITA,21,Ruby,31455900
konv_inap,WANITA,21,Emerald,17672800
konv_inap,WANITA,21,Topaz,11826200
konv_inap,WANITA,21,Topaz ID,10162200
konv_inap,WANITA,21,Jade,9340800
konv_inap,WANITA,21,Jade ID,8554800
konv_inap,WANITA,21,Sapphire,5738000
konv_inap,WANITA,21,Diamond Smart,25935400
konv_inap,WANITA,21,Ruby Smart,18873500
konv_inap,WANITA,21,Emerald Smart,10603700
konv_inap,WANITA,21,Topaz Smart,7095700
konv_inap,WANITA,21,Topaz ID Smart,6605400
konv_inap,WANITA,21,Jade Smart,5604500
konv_inap,WANITA,21,Jade ID Smart,5560600
konv_inap,WANITA,22,Diamond,44168200
konv_inap,WANITA,22,Ruby,31866700
konv_inap,WANITA,22,Emerald,18017700
konv_inap,WANITA,22,Topaz,11857700
konv_inap,WANITA,22,Topaz ID,10286300
konv_inap,WANITA,22,Jade,9536000
konv_inap,WANITA,22,Jade ID,8738100
konv_inap,WANITA,22,Sapphire,5857700
konv_inap,WANITA,22,Diamond Smart,26500900
konv_inap,WANITA,22,Ruby Smart,19120000
konv_inap,WANITA,22,Emerald Smart,10810600
konv_inap,WANITA,22,Topaz Smart,7114600
konv_inap,WANITA,22,Topaz ID Smart,6686100
konv_inap,WANITA,22,Jade Smart,5721600
konv_inap,WANITA,22,Jade ID Smart,5679800
konv_inap,WANITA,23,Diamond,44868800
konv_inap,WANITA,23,Ruby,32097400
konv_inap,WANITA,23,Emerald,18314000
konv_inap,WANITA,23,Topaz,11934400
konv_inap,WANITA,23,Topaz ID,10498700
konv_inap,WANITA,23,Jade,9685800
konv_inap,WANITA,23,Jade ID,8864500
konv_inap,WANITA,23,Sapphire,6018300
konv_inap,WANITA,23,Diamond Smart,26921300
konv_inap,WANITA,23,Ruby Smart,19258400
konv_inap,WANITA,23,Emerald Smart,10988400
konv_inap,WANITA,23,Topaz Smart,7160600
konv_inap,WANITA,23,Topaz ID Smart,6824200
konv_inap,WANITA,23,Jade Smart,5811500
konv_inap,WANITA,23,Jade ID Smart,5761900
konv_inap,WANITA,24,Diamond,45388000
konv_inap,WANITA,24,Ruby,32471900
konv_inap,WANITA,24,Emerald,18537200
konv_inap,WANITA,24,Topaz,11963300
konv_inap,WANITA,24,Topaz ID,10690000
konv_inap,WANITA,24,Jade,9799100
konv_inap,WANITA,24,Jade ID,8942200
konv_inap,WANITA,24,Sapphire,6088800
konv_inap,WANITA,24,Diamond Smart,27232800
konv_inap,WANITA,24,Ruby Smart,19483100
konv_inap,WANITA,24,Emerald Smart,11122300
konv_inap,WANITA,24,Topaz Smart,7178000
konv_inap,WANITA,24,Topaz ID Smart,6948500
konv_inap,WANITA,24,Jade Smart,5879500
konv_inap,WANITA,24,Jade ID Smart,5812400
konv_inap,WANITA,25,Diamond,46153200
konv_inap,WANITA,25,Ruby,32895200
konv_inap,WANITA,25,Emerald,18822800
konv_inap,WANITA,25,Topaz,11999600
konv_inap,WANITA,25,Topaz ID,10835400
konv_inap,WANITA,25,Jade,10014000
konv_inap,WANITA,25,Jade ID,9168700
konv_inap,WANITA,25,Sapphire,6151400
konv_inap,WANITA,25,Diamond Smart,27691900
konv_inap,WANITA,25,Ruby Smart,19737100
konv_inap,WANITA,25,Emerald Smart,11293700
konv_inap,WANITA,25,Topaz Smart,7199800
konv_inap,WANITA,25,Topaz ID Smart,7043000
konv_inap,WANITA,25,Jade Smart,6008400
konv_inap,WANITA,25,Jade ID Smart,5959700
konv_inap,WANITA,26,Diamond,46171400
konv_inap,WANITA,26,Ruby,33314300
konv_inap,WANITA,26,Emerald,19748600
konv_inap,WANITA,26,Topaz,12606200
konv_inap,WANITA,26,Topaz ID,11480700
konv_inap,WANITA,26,Jade,10137700
konv_inap,WANITA,26,Jade ID,9262000
konv_inap,WANITA,26,Sapphire,6244900
konv_inap,WANITA,26,Diamond Smart,27702800
konv_inap,WANITA,26,Ruby Smart,19988600
konv_inap,WANITA,26,Emerald Smart,11849200
konv_inap,WANITA,26,Topaz Smart,7563700
konv_inap,WANITA,26,Topaz ID Smart,7462500
konv_inap,WANITA,26,Jade Smart,6082600
konv_inap,WANITA,26,Jade ID Smart,6020300
konv_inap,WANITA,27,Diamond,46937300
konv_inap,WANITA,27,Ruby,33708200
konv_inap,WANITA,27,Emerald,19902800
konv_inap,WANITA,27,Topaz,12812500
konv_inap,WANITA,27,Topaz ID,11672000
konv_inap,WANITA,27,Jade,10303800
konv_inap,WANITA,27,Jade ID,9412600
konv_inap,WANITA,27,Sapphire,6347200
konv_inap,WANITA,27,Diamond Smart,28162400
konv_inap,WANITA,27,Ruby Smart,20224900
konv_inap,WANITA,27,Emerald Smart,11941700
konv_inap,WANITA,27,Topaz Smart,7687500
konv_inap,WANITA,27,Topaz ID Smart,7586800
konv_inap,WANITA,27,Jade Smart,6182300
konv_inap,WANITA,27,Jade ID Smart,6118200
konv_inap,WANITA,28,Diamond,47684800
konv_inap,WANITA,28,Ruby,34098500
konv_inap,WANITA,28,Emerald,20057100
konv_inap,WANITA,28,Topaz,13017200
konv_inap,WANITA,28,Topaz ID,11881000
konv_inap,WANITA,28,Jade,10468300
konv_inap,WANITA,28,Jade ID,9579000
konv_inap,WANITA,28,Sapphire,6448500
konv_inap,WANITA,28,Diamond Smart,28610900
konv_inap,WANITA,28,Ruby Smart,20459100
konv_inap,WANITA,28,Emerald Smart,12034300
konv_inap,WANITA,28,Topaz Smart,7810300
konv_inap,WANITA,28,Topaz ID Smart,7722700
konv_inap,WANITA,28,Jade Smart,6281000
konv_inap,WANITA,28,Jade ID Smart,6130600
konv_inap,WANITA,29,Diamond,48636900
konv_inap,WANITA,29,Ruby,34759000
konv_inap,WANITA,29,Emerald,20267400
konv_inap,WANITA,29,Topaz,13476500
konv_inap,WANITA,29,Topaz ID,12287400
konv_inap,WANITA,29,Jade,10837700
konv_inap,WANITA,29,Jade ID,9789700
konv_inap,WANITA,29,Sapphire,6678800
konv_inap,WANITA,29,Diamond Smart,29182100
konv_inap,WANITA,29,Ruby Smart,20855400
konv_inap,WANITA,29,Emerald Smart,12160400
konv_inap,WANITA,29,Topaz Smart,8085900
konv_inap,WANITA,29,Topaz ID Smart,7986800
konv_inap,WANITA,29,Jade Smart,6502600
konv_inap,WANITA,29,Jade ID Smart,6265400
konv_inap,WANITA,30,Diamond,48728000
konv_inap,WANITA,30,Ruby,34987700
konv_inap,WANITA,30,Emerald,20270300
konv_inap,WANITA,30,Topaz,13481200
konv_inap,WANITA,30,Topaz ID,12319100
konv_inap,WANITA,30,Jade,10841500
konv_inap,WANITA,30,Jade ID,10000400
konv_inap,WANITA,30,Sapphire,6968800
konv_inap,WANITA,30,Diamond Smart,29236800
konv_inap,WANITA,30,Ruby Smart,20992600
konv_inap,WANITA,30,Emerald Smart,12162200
konv_inap,WANITA,30,Topaz Smart,8088700
konv_inap,WANITA,30,Topaz ID Smart,8007400
konv_inap,WANITA,30,Jade Smart,6504900
konv_inap,WANITA,30,Jade ID Smart,6400300
konv_inap,WANITA,31,Diamond,49026800
konv_inap,WANITA,31,Ruby,35729300
konv_inap,WANITA,31,Emerald,20874400
konv_inap,WANITA,31,Topaz,13530200
konv_inap,WANITA,31,Topaz ID,12447800
konv_inap,WANITA,31,Jade,10860000
konv_inap,WANITA,31,Jade ID,10078900
konv_inap,WANITA,31,Sapphire,7052400
konv_inap,WANITA,31,Diamond Smart,29416100
konv_inap,WANITA,31,Ruby Smart,21437600
konv_inap,WANITA,31,Emerald Smart,12524600
konv_inap,WANITA,31,Topaz Smart,8118100
konv_inap,WANITA,31,Topaz ID Smart,8091100
konv_inap,WANITA,31,Jade Smart,6516000
konv_inap,WANITA,31,Jade ID Smart,6450500
konv_inap,WANITA,32,Diamond,50036000
konv_inap,WANITA,32,Ruby,36315200
konv_inap,WANITA,32,Emerald,21377600
konv_inap,WANITA,32,Topaz,13746800
konv_inap,WANITA,32,Topaz ID,12576500
konv_inap,WANITA,32,Jade,10870800
konv_inap,WANITA,32,Jade ID,10116600
konv_inap,WANITA,32,Sapphire,7165200
konv_inap,WANITA,32,Diamond Smart,30021600
konv_inap,WANITA,32,Ruby Smart,21789100
konv_inap,WANITA,32,Emerald Smart,12826600
konv_inap,WANITA,32,Topaz Smart,8248100
konv_inap,WANITA,32,Topaz ID Smart,8174700
konv_inap,WANITA,32,Jade Smart,6522500
konv_inap,WANITA,32,Jade ID Smart,6474600
konv_inap,WANITA,33,Diamond,54341100
konv_inap,WANITA,33,Ruby,37899300
konv_inap,WANITA,33,Emerald,21955500
konv_inap,WANITA,33,Topaz,14398800
konv_inap,WANITA,33,Topaz ID,13113900
konv_inap,WANITA,33,Jade,11327800
konv_inap,WANITA,33,Jade ID,10508100
konv_inap,WANITA,33,Sapphire,7310100
konv_inap,WANITA,33,Diamond Smart,32604700
konv_inap,WANITA,33,Ruby Smart,22739600
konv_inap,WANITA,33,Emerald Smart,13173300
konv_inap,WANITA,33,Topaz Smart,8639300
konv_inap,WANITA,33,Topaz ID Smart,8524000
konv_inap,WANITA,33,Jade Smart,6796700
konv_inap,WANITA,33,Jade ID Smart,6725200
konv_inap,WANITA,34,Diamond,55065600
konv_inap,WANITA,34,Ruby,38923700
konv_inap,WANITA,34,Emerald,22484200
konv_inap,WANITA,34,Topaz,15608700
konv_inap,WANITA,34,Topaz ID,14258200
konv_inap,WANITA,34,Jade,12006600
konv_inap,WANITA,34,Jade ID,11080000
konv_inap,WANITA,34,Sapphire,8068400
konv_inap,WANITA,34,Diamond Smart,33039400
konv_inap,WANITA,34,Ruby Smart,23354200
konv_inap,WANITA,34,Emerald Smart,13490500
konv_inap,WANITA,34,Topaz Smart,9365200
konv_inap,WANITA,34,Topaz ID Smart,9267800
konv_inap,WANITA,34,Jade Smart,7204000
konv_inap,WANITA,34,Jade ID Smart,7091200
konv_inap,WANITA,35,Diamond,56293300
konv_inap,WANITA,35,Ruby,40422000
konv_inap,WANITA,35,Emerald,23099300
konv_inap,WANITA,35,Topaz,15661500
konv_inap,WANITA,35,Topaz ID,14329200
konv_inap,WANITA,35,Jade,12047300
konv_inap,WANITA,35,Jade ID,11126300
konv_inap,WANITA,35,Sapphire,8095700
konv_inap,WANITA,35,Diamond Smart,33776000
konv_inap,WANITA,35,Ruby Smart,24253200
konv_inap,WANITA,35,Emerald Smart,13859600
konv_inap,WANITA,35,Topaz Smart,9396900
konv_inap,WANITA,35,Topaz ID Smart,9314000
konv_inap,WANITA,35,Jade Smart,7228400
konv_inap,WANITA,35,Jade ID Smart,7120800
konv_inap,WANITA,36,Diamond,60638300
konv_inap,WANITA,36,Ruby,41543500
konv_inap,WANITA,36,Emerald,24210000
konv_inap,WANITA,36,Topaz,15776900
konv_inap,WANITA,36,Topaz ID,14380400
konv_inap,WANITA,36,Jade,12356700
konv_inap,WANITA,36,Jade ID,11325400
konv_inap,WANITA,36,Sapphire,8155400
konv_inap,WANITA,36,Diamond Smart,36383000
konv_inap,WANITA,36,Ruby Smart,24926100
konv_inap,WANITA,36,Emerald Smart,14526000
konv_inap,WANITA,36,Topaz Smart,9466100
konv_inap,WANITA,36,Topaz ID Smart,9347300
konv_inap,WANITA,36,Jade Smart,7414000
konv_inap,WANITA,36,Jade ID Smart,7248300
konv_inap,WANITA,37,Diamond,61119700
konv_inap,WANITA,37,Ruby,43690400
konv_inap,WANITA,37,Emerald,24391700
konv_inap,WANITA,37,Topaz,15891300
konv_inap,WANITA,37,Topaz ID,14401500
konv_inap,WANITA,37,Jade,12446300
konv_inap,WANITA,37,Jade ID,11619100
konv_inap,WANITA,37,Sapphire,8214800
konv_inap,WANITA,37,Diamond Smart,36671800
konv_inap,WANITA,37,Ruby Smart,26214200
konv_inap,WANITA,37,Emerald Smart,14635000
konv_inap,WANITA,37,Topaz Smart,9534800
konv_inap,WANITA,37,Topaz ID Smart,9361000
konv_inap,WANITA,37,Jade Smart,7467800
konv_inap,WANITA,37,Jade ID Smart,7436200
konv_inap,WANITA,38,Diamond,64244200
konv_inap,WANITA,38,Ruby,45909700
konv_inap,WANITA,38,Emerald,25612200
konv_inap,WANITA,38,Topaz,16597700
konv_inap,WANITA,38,Topaz ID,14997500
konv_inap,WANITA,38,Jade,13061800
konv_inap,WANITA,38,Jade ID,12216100
konv_inap,WANITA,38,Sapphire,8356800
konv_inap,WANITA,38,Diamond Smart,38546500
konv_inap,WANITA,38,Ruby Smart,27545800
konv_inap,WANITA,38,Emerald Smart,15367300
konv_inap,WANITA,38,Topaz Smart,9958600
konv_inap,WANITA,38,Topaz ID Smart,9748400
konv_inap,WANITA,38,Jade Smart,7837100
konv_inap,WANITA,38,Jade ID Smart,7818300
konv_inap,WANITA,39,Diamond,67180200
konv_inap,WANITA,39,Ruby,47195700
konv_inap,WANITA,39,Emerald,25783100
konv_inap,WANITA,39,Topaz,17415700
konv_inap,WANITA,39,Topaz ID,15940600
konv_inap,WANITA,39,Jade,13640300
konv_inap,WANITA,39,Jade ID,12467800
konv_inap,WANITA,39,Sapphire,8768600
konv_inap,WANITA,39,Diamond Smart,40308100
konv_inap,WANITA,39,Ruby Smart,28317400
konv_inap,WANITA,39,Emerald Smart,15469900
konv_inap,WANITA,39,Topaz Smart,10449400
konv_inap,WANITA,39,Topaz ID Smart,10361400
konv_inap,WANITA,39,Jade Smart,8184200
konv_inap,WANITA,39,Jade ID Smart,8104100
konv_inap,WANITA,40,Diamond,69513000
konv_inap,WANITA,40,Ruby,47882700
konv_inap,WANITA,40,Emerald,26825100
konv_inap,WANITA,40,Topaz,18089700
konv_inap,WANITA,40,Topaz ID,16470500
konv_inap,WANITA,40,Jade,14547700
konv_inap,WANITA,40,Jade ID,13096700
konv_inap,WANITA,40,Sapphire,9151500
konv_inap,WANITA,40,Diamond Smart,41707800
konv_inap,WANITA,40,Ruby Smart,28729600
konv_inap,WANITA,40,Emerald Smart,16095100
konv_inap,WANITA,40,Topaz Smart,10853800
konv_inap,WANITA,40,Topaz ID Smart,10705800
konv_inap,WANITA,40,Jade Smart,8728600
konv_inap,WANITA,40,Jade ID Smart,8512900
konv_inap,WANITA,41,Diamond,69812800
konv_inap,WANITA,41,Ruby,50759100
konv_inap,WANITA,41,Emerald,29290000
konv_inap,WANITA,41,Topaz,18892800
konv_inap,WANITA,41,Topaz ID,16830200
konv_inap,WANITA,41,Jade,15193600
konv_inap,WANITA,41,Jade ID,13652000
konv_inap,WANITA,41,Sapphire,9671100
konv_inap,WANITA,41,Diamond Smart,41887700
konv_inap,WANITA,41,Ruby Smart,30455500
konv_inap,WANITA,41,Emerald Smart,17574000
konv_inap,WANITA,41,Topaz Smart,11335700
konv_inap,WANITA,41,Topaz ID Smart,10939600
konv_inap,WANITA,41,Jade Smart,9116200
konv_inap,WANITA,41,Jade ID Smart,8873800
konv_inap,WANITA,42,Diamond,72589300
konv_inap,WANITA,42,Ruby,51867600
konv_inap,WANITA,42,Emerald,30438600
konv_inap,WANITA,42,Topaz,19631000
konv_inap,WANITA,42,Topaz ID,17148000
konv_inap,WANITA,42,Jade,15787200
konv_inap,WANITA,42,Jade ID,14119600
konv_inap,WANITA,42,Sapphire,9931300
konv_inap,WANITA,42,Diamond Smart,43553600
konv_inap,WANITA,42,Ruby Smart,31120600
konv_inap,WANITA,42,Emerald Smart,18263200
konv_inap,WANITA,42,Topaz Smart,11778600
konv_inap,WANITA,42,Topaz ID Smart,11146200
konv_inap,WANITA,42,Jade Smart,9472300
konv_inap,WANITA,42,Jade ID Smart,9177700
konv_inap,WANITA,43,Diamond,77220900
konv_inap,WANITA,43,Ruby,53717200
konv_inap,WANITA,43,Emerald,31805100
konv_inap,WANITA,43,Topaz,20548300
konv_inap,WANITA,43,Topaz ID,17679500
konv_inap,WANITA,43,Jade,16764400
konv_inap,WANITA,43,Jade ID,14816300
konv_inap,WANITA,43,Sapphire,10346000
konv_inap,WANITA,43,Diamond Smart,46332500
konv_inap,WANITA,43,Ruby Smart,32230300
konv_inap,WANITA,43,Emerald Smart,19083100
konv_inap,WANITA,43,Topaz Smart,12329000
konv_inap,WANITA,43,Topaz ID Smart,11491700
konv_inap,WANITA,43,Jade Smart,10058600
konv_inap,WANITA,43,Jade ID Smart,9630600
konv_inap,WANITA,44,Diamond,79920000
konv_inap,WANITA,44,Ruby,56049600
konv_inap,WANITA,44,Emerald,32452600
konv_inap,WANITA,44,Topaz,21567500
konv_inap,WANITA,44,Topaz ID,18383600
konv_inap,WANITA,44,Jade,17344400
konv_inap,WANITA,44,Jade ID,15438200
konv_inap,WANITA,44,Sapphire,10807400
konv_inap,WANITA,44,Diamond Smart,47952000
konv_inap,WANITA,44,Ruby Smart,33629800
konv_inap,WANITA,44,Emerald Smart,19471600
konv_inap,WANITA,44,Topaz Smart,12940500
konv_inap,WANITA,44,Topaz ID Smart,11949300
konv_inap,WANITA,44,Jade Smart,10406600
konv_inap,WANITA,44,Jade ID Smart,10034800
konv_inap,WANITA,45,Diamond,82715400
konv_inap,WANITA,45,Ruby,58553700
konv_inap,WANITA,45,Emerald,32844600
konv_inap,WANITA,45,Topaz,22314900
konv_inap,WANITA,45,Topaz ID,19124600
konv_inap,WANITA,45,Jade,17945600
konv_inap,WANITA,45,Jade ID,16065400
konv_inap,WANITA,45,Sapphire,11342500
konv_inap,WANITA,45,Diamond Smart,49629200
konv_inap,WANITA,45,Ruby Smart,35132200
konv_inap,WANITA,45,Emerald Smart,19706800
konv_inap,WANITA,45,Topaz Smart,13388900
konv_inap,WANITA,45,Topaz ID Smart,12431000
konv_inap,WANITA,45,Jade Smart,10767400
konv_inap,WANITA,45,Jade ID Smart,10442500
konv_inap,WANITA,46,Diamond,89536000
konv_inap,WANITA,46,Ruby,59171300
konv_inap,WANITA,46,Emerald,35666400
konv_inap,WANITA,46,Topaz,23182100
konv_inap,WANITA,46,Topaz ID,19860200
konv_inap,WANITA,46,Jade,18642800
konv_inap,WANITA,46,Jade ID,16674700
